
ITEM ,COLOUR,BRAND,SIZE,PACK SIZE,QUANTITY ,COST PER PACK ,SUPPLIER,SUPPLIER CODE,CATEGORY,DEPARTMENT,GROUP,LOCATION,BUFFER STOCK,NEW ORDER,APPROVED ORDER,ORDERS READY,
VOMIT BAGS   , ,N/A ,WITHOUT GRANULES  ,25 ,32,4.49 ,MEDISAVE , , ,SERVICE , ,(PTS) PETERBOROUGH & CAMBRIDGESHIRE   ,10 ,5 ,0 ,11 ,
VOMIT BAGS   , ,N/A ,WITHOUT GRANULES  ,25 ,32,4.49 ,MEDISAVE , , ,SERVICE , ,CLEVELAND CLINIC LONDON ,10 ,5 ,0 ,11 ,
TRAFFIC FILM REMOVER  , ,ZENITH  ,5L  ,1 ,4,11.21 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,MAIN HUB ,0 ,0 ,0 ,0 ,
TRAFFIC FILM REMOVER  , ,ZENITH  ,20L ,1 ,1,57.60 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,MAIN HUB ,0 ,0 ,0 ,0 ,
SPRAY BOTTLE - OXIVIR , ,ZENITH  ,YELLOW ,1 ,43,2.58 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,MAIN HUB ,10 ,20 ,0 ,10 ,
SPRAY BOTTLE - OXIVIR , ,ZENITH  ,YELLOW ,1 ,43,2.58 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(PTS) CHELSEA & WESTMINSTER ,10 ,20 ,0 ,10 ,
SPRAY BOTTLE - OXIVIR , ,ZENITH  ,YELLOW ,1 ,43,2.58 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(PTS) MANCHESTER  ,10 ,20 ,0 ,10 ,
SPRAY BOTTLE - OXIVIR , ,ZENITH  ,YELLOW ,1 ,43,2.58 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(PTS) CROYDON HOSPITAL ,10 ,20 ,0 ,10 ,
SPRAY BOTTLE - OXIVIR , ,ZENITH  ,YELLOW ,1 ,43,2.58 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(PTS) ST GEORGES HOSPITAL ,10 ,20 ,0 ,10 ,
SPRAY BOTTLE - OXIVIR , ,ZENITH  ,YELLOW ,1 ,43,2.58 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(PTS) ST PANCRAS HOSPITAL ,10 ,20 ,0 ,10 ,
SPRAY BOTTLE - OXIVIR , ,ZENITH  ,YELLOW ,1 ,43,2.58 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(PTS) HILLINGDON HOSPITAL ,10 ,20 ,0 ,10 ,
SPRAY BOTTLE - OXIVIR , ,ZENITH  ,YELLOW ,1 ,43,2.58 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(H2S) EAST LONDON ,10 ,20 ,0 ,10 ,
SPRAY BOTTLE - OXIVIR , ,ZENITH  ,YELLOW ,1 ,43,2.58 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(PTS) WEST MIDDLESEX ,10 ,20 ,0 ,10 ,
SPRAY BOTTLE - OXIVIR , ,ZENITH  ,YELLOW ,1 ,43,2.58 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(H2S) BIRMINGHAM ,10 ,20 ,0 ,10 ,
SPRAY BOTTLE - OXIVIR , ,ZENITH  ,YELLOW ,1 ,43,2.58 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(PTS) PETERBOROUGH & CAMBRIDGESHIRE   ,10 ,20 ,0 ,10 ,
SPRAY BOTTLE - OXIVIR , ,ZENITH  ,YELLOW ,1 ,43,2.58 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,CLEVELAND CLINIC LONDON ,10 ,20 ,0 ,10 ,
SPILL PACK  - VOMIT/URINE , ,ZENITH  ,VOMIT / URINE  ,1 ,51,4.78 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,MAIN HUB ,10 ,20 ,0 ,15 ,
SPILL PACK  - VOMIT/URINE , ,ZENITH  ,VOMIT / URINE  ,1 ,51,4.78 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(PTS) CHELSEA & WESTMINSTER ,10 ,20 ,0 ,15 ,
SPILL PACK  - VOMIT/URINE , ,ZENITH  ,VOMIT / URINE  ,1 ,51,4.78 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(PTS) ST GEORGES HOSPITAL ,10 ,20 ,0 ,15 ,
SPILL PACK  - VOMIT/URINE , ,ZENITH  ,VOMIT / URINE  ,1 ,51,4.78 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(H2S) EAST LONDON ,10 ,20 ,0 ,15 ,
SPILL PACK  - VOMIT/URINE , ,ZENITH  ,VOMIT / URINE  ,1 ,51,4.78 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(MH) EAST LONDON ,10 ,20 ,0 ,15 ,
SPILL PACK  - VOMIT/URINE , ,ZENITH  ,VOMIT / URINE  ,1 ,51,4.78 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(PTS) WEST MIDDLESEX ,10 ,20 ,0 ,15 ,
SPILL PACK  - VOMIT/URINE , ,ZENITH  ,VOMIT / URINE  ,1 ,51,4.78 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(PTS) PETERBOROUGH & CAMBRIDGESHIRE   ,10 ,20 ,0 ,15 ,
SPILL PACK  - VOMIT/URINE , ,ZENITH  ,VOMIT / URINE  ,1 ,51,4.78 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,CLEVELAND CLINIC LONDON ,10 ,20 ,0 ,15 ,
SPILL PACK - BLOOD , ,ZENITH  ,BLOOD  ,1 ,41,4.37 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,MAIN HUB ,10 ,0 ,0 ,12 ,
SPILL PACK - BLOOD , ,ZENITH  ,BLOOD  ,1 ,41,4.37 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,WATERLOO ,10 ,0 ,0 ,12 ,
SPILL PACK - BLOOD , ,ZENITH  ,BLOOD  ,1 ,41,4.37 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(PTS) ST GEORGES HOSPITAL ,10 ,0 ,0 ,12 ,
SPILL PACK - BLOOD , ,ZENITH  ,BLOOD  ,1 ,41,4.37 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(PTS) ST PANCRAS HOSPITAL ,10 ,0 ,0 ,12 ,
SPILL PACK - BLOOD , ,ZENITH  ,BLOOD  ,1 ,41,4.37 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(PTS) WEST MIDDLESEX ,10 ,0 ,0 ,12 ,
SPILL PACK - BLOOD , ,ZENITH  ,BLOOD  ,1 ,41,4.37 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(PTS) PETERBOROUGH & CAMBRIDGESHIRE   ,10 ,0 ,0 ,12 ,
SEAT COVERS  , ,N/A ,ONE SIZE ,50 ,0,0 ,KARL , , ,SERVICE , ,MAIN HUB ,50 ,0 ,0 ,0 ,
PELICAN PUMP  , ,ZENITH  ,30ML  ,1 ,11,4.56 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,MAIN HUB ,5 ,0 ,0 ,0 ,
PELICAN PUMP  , ,ZENITH  ,30ML  ,1 ,11,4.56 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(H2S) EAST LONDON ,5 ,0 ,0 ,0 ,
PELICAN PUMP  , ,ZENITH  ,30ML  ,1 ,11,4.56 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(H2S) BIRMINGHAM ,5 ,0 ,0 ,0 ,
PELICAN PUMP  , ,ZENITH  ,30ML  ,1 ,11,4.56 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(PTS) GOSH  ,5 ,0 ,0 ,0 ,
MOP HEADS   , ,ZENITH  ,ONE SIZE  ,10 ,13,9.79 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,MAIN HUB ,10 ,0 ,0 ,7 ,
MOP HEADS   , ,ZENITH  ,ONE SIZE  ,10 ,13,9.79 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(PTS) CHELSEA & WESTMINSTER ,10 ,0 ,0 ,7 ,
MOP HEADS   , ,ZENITH  ,ONE SIZE  ,10 ,13,9.79 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(PTS) MANCHESTER  ,10 ,0 ,0 ,7 ,
MOP HEADS   , ,ZENITH  ,ONE SIZE  ,10 ,13,9.79 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(PTS) CROYDON HOSPITAL ,10 ,0 ,0 ,7 ,
MOP HEADS   , ,ZENITH  ,ONE SIZE  ,10 ,13,9.79 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(PTS) ST GEORGES HOSPITAL ,10 ,0 ,0 ,7 ,
MOP HEADS   , ,ZENITH  ,ONE SIZE  ,10 ,13,9.79 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(PTS) ST PANCRAS HOSPITAL ,10 ,0 ,0 ,7 ,
MOP HEADS   , ,ZENITH  ,ONE SIZE  ,10 ,13,9.79 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(PTS) HILLINGDON HOSPITAL ,10 ,0 ,0 ,7 ,
MOP HEADS   , ,ZENITH  ,ONE SIZE  ,10 ,13,9.79 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(MH) EAST LONDON ,10 ,0 ,0 ,7 ,
MOP HEADS   , ,ZENITH  ,ONE SIZE  ,10 ,13,9.79 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(PTS) WEST MIDDLESEX ,10 ,0 ,0 ,7 ,
MOP HEADS   , ,ZENITH  ,ONE SIZE  ,10 ,13,9.79 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(H2S) BIRMINGHAM ,10 ,0 ,0 ,7 ,
MOP HEADS   , ,ZENITH  ,ONE SIZE  ,10 ,13,9.79 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(PTS) GOSH  ,10 ,0 ,0 ,7 ,
MOP HANDLE  , ,ZENITH  ,YELLOW  ,1 ,2,3.85 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,MAIN HUB ,5 ,0 ,0 ,0 ,
MOP HANDLE  , ,ZENITH  ,YELLOW  ,1 ,2,3.85 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(PTS) MANCHESTER  ,5 ,0 ,0 ,0 ,
MOP HANDLE  , ,ZENITH  ,YELLOW  ,1 ,2,3.85 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(PTS) ST GEORGES HOSPITAL ,5 ,0 ,0 ,0 ,
MOP HANDLE  , ,ZENITH  ,YELLOW  ,1 ,2,3.85 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(PTS) ST PANCRAS HOSPITAL ,5 ,0 ,0 ,0 ,
MOP HANDLE  , ,ZENITH  ,YELLOW  ,1 ,2,3.85 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(MH) EAST LONDON ,5 ,0 ,0 ,0 ,
MOP HANDLE  , ,ZENITH  ,YELLOW  ,1 ,2,3.85 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(PTS) WEST MIDDLESEX ,5 ,0 ,0 ,0 ,
MOP HANDLE  , ,ZENITH  ,YELLOW  ,1 ,2,3.85 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(H2S) BIRMINGHAM ,5 ,0 ,0 ,0 ,
MOP HANDLE  , ,ZENITH  ,YELLOW  ,1 ,2,3.85 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(PTS) GOSH  ,5 ,0 ,0 ,0 ,
MOP BUCKET  , ,ZENITH  ,YELLOW  ,1 ,0,4.93 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,MAIN HUB ,5 ,0 ,0 ,0 ,
MOP BUCKET  , ,ZENITH  ,YELLOW  ,1 ,0,4.93 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(PTS) MANCHESTER  ,5 ,0 ,0 ,0 ,
MOP BUCKET  , ,ZENITH  ,YELLOW  ,1 ,0,4.93 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(PTS) CROYDON HOSPITAL ,5 ,0 ,0 ,0 ,
MOP BUCKET  , ,ZENITH  ,YELLOW  ,1 ,0,4.93 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(PTS) ST GEORGES HOSPITAL ,5 ,0 ,0 ,0 ,
MOP BUCKET  , ,ZENITH  ,YELLOW  ,1 ,0,4.93 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(MH) EAST LONDON ,5 ,0 ,0 ,0 ,
MOP BUCKET  , ,ZENITH  ,YELLOW  ,1 ,0,4.93 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(PTS) WEST MIDDLESEX ,5 ,0 ,0 ,0 ,
MOP BUCKET  , ,ZENITH  ,YELLOW  ,1 ,0,4.93 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(H2S) BIRMINGHAM ,5 ,0 ,0 ,0 ,
MOP BUCKET  , ,ZENITH  ,YELLOW  ,1 ,0,4.93 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(PTS) GOSH  ,5 ,0 ,0 ,0 ,
LINEN BAG  , , ,RED ,50 ,14,19.95 ,SP SERVICES , , ,SERVICE , ,MAIN HUB ,10 ,10 ,0 ,5 ,
LINEN BAG  , , ,RED ,50 ,14,19.95 ,SP SERVICES , , ,SERVICE , ,(PTS) ST PANCRAS HOSPITAL ,10 ,10 ,0 ,5 ,
LINEN BAG  , , ,RED ,50 ,14,19.95 ,SP SERVICES , , ,SERVICE , ,(PTS) WEST MIDDLESEX ,10 ,10 ,0 ,5 ,
HAND SANITISER (WITH BELT CLIP)  , ,PURA  ,54ML  ,1 ,338,0.79 ,PURA , , ,SERVICE , ,MAIN HUB ,100 ,0 ,0 ,40 ,
HAND SANITISER (WITH BELT CLIP)  , ,PURA  ,54ML  ,1 ,338,0.79 ,PURA , , ,SERVICE , ,(PTS) CHELSEA & WESTMINSTER ,100 ,0 ,0 ,40 ,
HAND SANITISER (WITH BELT CLIP)  , ,PURA  ,54ML  ,1 ,338,0.79 ,PURA , , ,SERVICE , ,(PTS) MANCHESTER  ,100 ,0 ,0 ,40 ,
HAND SANITISER (WITH BELT CLIP)  , ,PURA  ,54ML  ,1 ,338,0.79 ,PURA , , ,SERVICE , ,WATERLOO ,100 ,0 ,0 ,40 ,
HAND SANITISER (WITH BELT CLIP)  , ,PURA  ,54ML  ,1 ,338,0.79 ,PURA , , ,SERVICE , ,(PTS) CROYDON HOSPITAL ,100 ,0 ,0 ,40 ,
HAND SANITISER (WITH BELT CLIP)  , ,PURA  ,54ML  ,1 ,338,0.79 ,PURA , , ,SERVICE , ,(H2S) EAST LONDON ,100 ,0 ,0 ,40 ,
HAND SANITISER (WITH BELT CLIP)  , ,PURA  ,54ML  ,1 ,338,0.79 ,PURA , , ,SERVICE , ,(MH) EAST LONDON ,100 ,0 ,0 ,40 ,
HAND SANITISER (WITH BELT CLIP)  , ,PURA  ,54ML  ,1 ,338,0.79 ,PURA , , ,SERVICE , ,(PTS) WEST MIDDLESEX ,100 ,0 ,0 ,40 ,
HAND SANITISER (WITH BELT CLIP)  , ,PURA  ,54ML  ,1 ,338,0.79 ,PURA , , ,SERVICE , ,(H2S) BIRMINGHAM ,100 ,0 ,0 ,40 ,
HAND SANITISER (WITH BELT CLIP)  , ,PURA  ,54ML  ,1 ,338,0.79 ,PURA , , ,SERVICE , ,(PTS) PETERBOROUGH & CAMBRIDGESHIRE   ,100 ,0 ,0 ,40 ,
HAND SANITISER (WITH BELT CLIP)  , ,PURA  ,54ML  ,1 ,338,0.79 ,PURA , , ,SERVICE , ,(PTS) GOSH  ,100 ,0 ,0 ,40 ,
HAND SANITISER   , ,ALCOHOL BASED ,5L  ,1 ,17,11.99 ,TRANSITION HOLDINGS , , ,SERVICE , ,MAIN HUB ,10 ,2 ,0 ,0 ,
HAND SANITISER   , ,ALCOHOL BASED ,5L  ,1 ,17,11.99 ,TRANSITION HOLDINGS , , ,SERVICE , ,(PTS) CHELSEA & WESTMINSTER ,10 ,2 ,0 ,0 ,
HAND SANITISER   , ,ALCOHOL BASED ,5L  ,1 ,17,11.99 ,TRANSITION HOLDINGS , , ,SERVICE , ,(H2S) W10 ,10 ,2 ,0 ,0 ,
HAND SANITISER   , ,ALCOHOL BASED ,5L  ,1 ,17,11.99 ,TRANSITION HOLDINGS , , ,SERVICE , ,(H2S) EAST LONDON ,10 ,2 ,0 ,0 ,
HAND SANITISER   , ,ALCOHOL BASED ,5L  ,1 ,17,11.99 ,TRANSITION HOLDINGS , , ,SERVICE , ,(MH) EAST LONDON ,10 ,2 ,0 ,0 ,
HAND SANITISER   , ,ALCOHOL BASED ,5L  ,1 ,17,11.99 ,TRANSITION HOLDINGS , , ,SERVICE , ,(H2S) BIRMINGHAM ,10 ,2 ,0 ,0 ,
HAND SANITISER  , ,ALCOHOL BASED ,500ML  ,1 ,116,1.20 ,VARIOUS , , ,SERVICE , ,MAIN HUB ,25 ,20 ,0 ,95 ,
HAND SANITISER  , ,ALCOHOL BASED ,500ML  ,1 ,116,1.20 ,VARIOUS , , ,SERVICE , ,(PTS) CHELSEA & WESTMINSTER ,25 ,20 ,0 ,95 ,
HAND SANITISER  , ,ALCOHOL BASED ,500ML  ,1 ,116,1.20 ,VARIOUS , , ,SERVICE , ,(PTS) MANCHESTER  ,25 ,20 ,0 ,95 ,
HAND SANITISER  , ,ALCOHOL BASED ,500ML  ,1 ,116,1.20 ,VARIOUS , , ,SERVICE , ,WATERLOO ,25 ,20 ,0 ,95 ,
HAND SANITISER  , ,ALCOHOL BASED ,500ML  ,1 ,116,1.20 ,VARIOUS , , ,SERVICE , ,(PTS) HILLINGDON HOSPITAL ,25 ,20 ,0 ,95 ,
HAND SANITISER  , ,ALCOHOL BASED ,500ML  ,1 ,116,1.20 ,VARIOUS , , ,SERVICE , ,(PTS) ROYAL BROMPTON HOSPITAL ,25 ,20 ,0 ,95 ,
HAND SANITISER  , ,ALCOHOL BASED ,500ML  ,1 ,116,1.20 ,VARIOUS , , ,SERVICE , ,(H2S) STOCKHOLM ROAD  ,25 ,20 ,0 ,95 ,
HAND SANITISER  , ,ALCOHOL BASED ,500ML  ,1 ,116,1.20 ,VARIOUS , , ,SERVICE , ,(H2S) EAST LONDON ,25 ,20 ,0 ,95 ,
HAND SANITISER  , ,ALCOHOL BASED ,500ML  ,1 ,116,1.20 ,VARIOUS , , ,SERVICE , ,(H2S) KENT ,25 ,20 ,0 ,95 ,
HAND SANITISER  , ,ALCOHOL BASED ,500ML  ,1 ,116,1.20 ,VARIOUS , , ,SERVICE , ,(MH) EAST LONDON ,25 ,20 ,0 ,95 ,
HAND SANITISER  , ,ALCOHOL BASED ,500ML  ,1 ,116,1.20 ,VARIOUS , , ,SERVICE , ,(PTS) WEST MIDDLESEX ,25 ,20 ,0 ,95 ,
FOGGER SOLUTION  , ,MEDI 9  ,5L  ,1 ,3,79.89 ,MEDI9 , , ,SERVICE , ,MAIN HUB ,2 ,0 ,0 ,0 ,
FACE MASK EXTENDER   , ,N/A ,ONE SIZE ,1 ,809,0 ,HODON , , ,SERVICE , ,MAIN HUB ,0 ,0 ,0 ,0 ,
FACE MASK EXTENDER   , ,N/A ,ONE SIZE ,1 ,809,0 ,HODON , , ,SERVICE , ,(PTS) ST PANCRAS HOSPITAL ,0 ,0 ,0 ,0 ,
DUSTPAN & BRUSH , ,ZENITH  ,YELLOW ,1 ,8,2.28 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,MAIN HUB ,5 ,0 ,0 ,0 ,
DUSTPAN & BRUSH , ,ZENITH  ,YELLOW ,1 ,8,2.28 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(PTS) CROYDON HOSPITAL ,5 ,0 ,0 ,0 ,
DUSTPAN & BRUSH , ,ZENITH  ,YELLOW ,1 ,8,2.28 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(PTS) ST PANCRAS HOSPITAL ,5 ,0 ,0 ,0 ,
DUSTPAN & BRUSH , ,ZENITH  ,YELLOW ,1 ,8,2.28 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(PTS) HILLINGDON HOSPITAL ,5 ,0 ,0 ,0 ,
DUSTPAN & BRUSH , ,ZENITH  ,YELLOW ,1 ,8,2.28 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(PTS) WEST MIDDLESEX ,5 ,0 ,0 ,0 ,
DUSTPAN & BRUSH , ,ZENITH  ,YELLOW ,1 ,8,2.28 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(PTS) GOSH  ,5 ,0 ,0 ,0 ,
OFFICE USE ONLY - CLEANING WIPES - OXIVIR , ,ZENITH  ,PACK OF 100 ,1 ,96,4.59 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,MAIN HUB ,0 ,0 ,0 ,35 ,
OFFICE USE ONLY - CLEANING WIPES - OXIVIR , ,ZENITH  ,PACK OF 100 ,1 ,96,4.59 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(PTS) CHELSEA & WESTMINSTER ,0 ,0 ,0 ,35 ,
OFFICE USE ONLY - CLEANING WIPES - OXIVIR , ,ZENITH  ,PACK OF 100 ,1 ,96,4.59 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,WATERLOO ,0 ,0 ,0 ,35 ,
OFFICE USE ONLY - CLEANING WIPES - OXIVIR , ,ZENITH  ,PACK OF 100 ,1 ,96,4.59 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(PTS) ST GEORGES HOSPITAL ,0 ,0 ,0 ,35 ,
OFFICE USE ONLY - CLEANING WIPES - OXIVIR , ,ZENITH  ,PACK OF 100 ,1 ,96,4.59 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(PTS) ST PANCRAS HOSPITAL ,0 ,0 ,0 ,35 ,
OFFICE USE ONLY - CLEANING WIPES - OXIVIR , ,ZENITH  ,PACK OF 100 ,1 ,96,4.59 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(H2S) STOCKHOLM ROAD  ,0 ,0 ,0 ,35 ,
OFFICE USE ONLY - CLEANING WIPES - OXIVIR , ,ZENITH  ,PACK OF 100 ,1 ,96,4.59 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(H2S) W10 ,0 ,0 ,0 ,35 ,
OFFICE USE ONLY - CLEANING WIPES - OXIVIR , ,ZENITH  ,PACK OF 100 ,1 ,96,4.59 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(H2S) EAST LONDON ,0 ,0 ,0 ,35 ,
OFFICE USE ONLY - CLEANING WIPES - OXIVIR , ,ZENITH  ,PACK OF 100 ,1 ,96,4.59 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(MH) EAST LONDON ,0 ,0 ,0 ,35 ,
OFFICE USE ONLY - CLEANING WIPES - OXIVIR , ,ZENITH  ,PACK OF 100 ,1 ,96,4.59 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(PTS) WEST MIDDLESEX ,0 ,0 ,0 ,35 ,
OFFICE USE ONLY - CLEANING WIPES - OXIVIR , ,ZENITH  ,PACK OF 100 ,1 ,96,4.59 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(PTS) GOSH  ,0 ,0 ,0 ,35 ,
OFFICE USE ONLY - CLEANING WIPES - OXIVIR , ,ZENITH  ,PACK OF 100 ,1 ,96,4.59 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,CLEVELAND CLINIC LONDON ,0 ,0 ,0 ,35 ,
CLEANING FLUID  - OXIVIR , ,ZENITH  ,5L  ,1 ,9,37.95 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,MAIN HUB ,6 ,4 ,0 ,2 ,
CLEANING FLUID  - OXIVIR , ,ZENITH  ,5L  ,1 ,9,37.95 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(PTS) CHELSEA & WESTMINSTER ,6 ,4 ,0 ,2 ,
CLEANING FLUID  - OXIVIR , ,ZENITH  ,5L  ,1 ,9,37.95 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(PTS) MANCHESTER  ,6 ,4 ,0 ,2 ,
CLEANING FLUID  - OXIVIR , ,ZENITH  ,5L  ,1 ,9,37.95 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(PTS) CROYDON HOSPITAL ,6 ,4 ,0 ,2 ,
CLEANING FLUID  - OXIVIR , ,ZENITH  ,5L  ,1 ,9,37.95 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(PTS) ST PANCRAS HOSPITAL ,6 ,4 ,0 ,2 ,
CLEANING FLUID  - OXIVIR , ,ZENITH  ,5L  ,1 ,9,37.95 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(PTS) HILLINGDON HOSPITAL ,6 ,4 ,0 ,2 ,
CLEANING FLUID  - OXIVIR , ,ZENITH  ,5L  ,1 ,9,37.95 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(H2S) EAST LONDON ,6 ,4 ,0 ,2 ,
CLEANING FLUID  - OXIVIR , ,ZENITH  ,5L  ,1 ,9,37.95 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(MH) EAST LONDON ,6 ,4 ,0 ,2 ,
CLEANING FLUID  - OXIVIR , ,ZENITH  ,5L  ,1 ,9,37.95 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(PTS) WEST MIDDLESEX ,6 ,4 ,0 ,2 ,
CLEANING FLUID  - OXIVIR , ,ZENITH  ,5L  ,1 ,9,37.95 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(H2S) BIRMINGHAM ,6 ,4 ,0 ,2 ,
CLEANING FLUID  - OXIVIR , ,ZENITH  ,5L  ,1 ,9,37.95 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(PTS) PETERBOROUGH & CAMBRIDGESHIRE   ,6 ,4 ,0 ,2 ,
CLEANING FLUID  - OXIVIR , ,ZENITH  ,5L  ,1 ,9,37.95 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(PTS) GOSH  ,6 ,4 ,0 ,2 ,
CLEANING FLUID  - OXIVIR , ,ZENITH  ,5L  ,1 ,9,37.95 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,CLEVELAND CLINIC LONDON ,6 ,4 ,0 ,2 ,
BLUE ROLL  , ,ZENITH  ,150M  ,6 ,36,14.38 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,MAIN HUB ,50 ,2 ,0 ,18 ,
BLUE ROLL  , ,ZENITH  ,150M  ,6 ,36,14.38 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(PTS) CHELSEA & WESTMINSTER ,50 ,2 ,0 ,18 ,
